id_bien;No voie;B/T/Q;Type de voie;Voie;Nombre pieces principales;Surface Carrez du 1er lot;Surface reelle bati;Type local;code_dep_com
13863;9013;;CHE;DE LA PATAQUIERE;3;33.49;29;Maison;30003
13864;6415;;RTE;D AIGUES VIVES;3;38.18;40;Appartement;30062
13865;1;B;RUE;VILLARS;2;38.68;50;Appartement;30189
13866;5680;;RTE;DE LA BAUME;2;44.95;45;Maison;30206
13867;292;;AV;DE FRONTON;4;101.41;101;Appartement;31555
13868;3;;ALL;MAURICE LAFON;1;27.72;28;Appartement;33051
13869;7;;RUE;NERIGEAN;2;39.42;39;Appartement;33063
13870;137;;RUE;SAINTE CATHERINE;4;116.5;117;Appartement;33063
13871;66;;RUE;ALBERT PITRES;2;33.62;36;Appartement;33063
13872;56;;RUE;CHAPERON GRANGERE;2;35.64;35;Appartement;33243
13873;17;;RUE;PAUL LANGEVIN;3;66.04;67;Appartement;33281
13874;690;;CRS;DE LA LIBERATION;1;23.21;24;Appartement;33522
13875;17;;RUE;DU PORT;1;25.34;25;Appartement;33529
13876;4;T;RUE;EMILE LALANNE;2;114.47;111;Maison;33550
13877;3;;AV;DE LA BUTTE;2;21.27;26;Appartement;34003
13878;2030;;VC;9 COLOMBIERS BEZIERS;2;31.96;31;Appartement;34032
13879;66;;AV;DE LA MEDITERRANEE;3;48.21;58;Appartement;34108
13880;6;;RUE;DE LA MARECHAUSSEE;2;44.31;44;Appartement;34108
13881;7;;CHE;DU ROMANY BAS;2;50.57;44;Maison;34157
13882;36;;CAMI;FOUNJUT;4;30.33;31;Maison;34324
13883;1;;RES;DE LA GUEDELAIS;4;72.6;73;Appartement;35012
13884;26;;AV;DE BRETAGNE;3;73.57;72;Appartement;35055
13885;8;;RUE;DES PONTS;3;62.51;74;Appartement;35095
13886;22;;RUE;SAINT FERJUS;2;35.35;35;Appartement;38185
13887;13;;CRS;JEAN JAURES;3;92.31;89;Appartement;38185
13888;20;;RUE;JOSEPH REY;2;51.74;52;Appartement;38185
13889;4;;ALL;DE LA ROSERAIE;2;95.53;98;Appartement;38229
13890;13;;RUE;AUGUSTE SONNIER;1;35.54;40;Appartement;38239
13891;290;;RUE;JEAN PAUL SARTRE;2;35.55;35;Appartement;38553
13892;6;;PL;DES SALINES;2;28.08;55;Appartement;39362
13893;420;B;CHE;DE PIRON;5;95.06;93;Appartement;40209
13894;2;;RUE;DES MERISIERS;2;42.6;43;Appartement;41047
13895;7;;RUE;DES ECOLES;2;31.85;30;Appartement;41295
13896;8;;RUE;NOTRE DAME;1;24.49;24;Appartement;42147
13897;34;;RUE;DE BELLEVUE;2;34.0;34;Appartement;44020
13898;1;;QUAI;DU MAIL DE BROC (RD245);2;68.63;51;Appartement;44049
13899;1;;RUE;FULTON;3;66.15;67;Appartement;44109
13900;3;;VEN;DE L'ERIDAN;2;45.43;42;Appartement;44169
13901;52;;ALL;DES ALBATROS;1;12.97;14;Appartement;44184
13902;28;;RUE;LAKANAL;1;25.15;28;Appartement;47323
13903;7;;RUE;MENAGE;2;53.53;49;Appartement;49007
13904;5;B;RUE;MONTESQUIEU;4;56.81;70;Appartement;49007
13905;25;;RUE;DES MAUGES;2;56.43;63;Maison;49355
13906;18;;PL;DU GENERAL LECLERC;2;50.02;54;Appartement;50394
13907;4;;RUE;CARNOT;1;35.1;39;Appartement;51108
13908;9;B;RUE;DES BONS MALADES;2;51.62;51;Appartement;51454
13909;447;;AV;DE LA LIBERATION;4;113.73;115;Appartement;54395
13910;335;;AV;ANDRE MALRAUX;3;57.17;60;Appartement;54578
13911;2;;RUE;JULIEN GRACQ;3;71.7;71;Appartement;56178
13912;2;;RUE;VAILLANT;4;84.4;86;Appartement;59328
13913;141;;RUE;FAIDHERBE HELLEMMES;2;28.3;29;Appartement;59350
13914;52;;RUE;ESQUERMOISE;3;64.59;72;Appartement;59350
13915;9001;;RUE;DE LA DISTILLERIE;2;41.04;41;Appartement;59360
13916;99;;RUE;DE LILLE;4;89.01;82;Appartement;59421
13917;27;;AV;DES NATIONS UNIES;4;78.61;78;Appartement;59512
13918;68;;RUE;DU GENERAL LECLERC;2;39.2;38;Appartement;59636
13919;8;;RUE;BOILEAU;2;42.0;42;Appartement;59648
13920;61;;RUE;DE LA CHEVALERIE;4;83.07;86;Appartement;60139
13921;36;;RUE;DU CONNETABLE;2;49.28;48;Appartement;60141
13922;1;;VOIE;DE LA GRANDE SERPENTINE;1;33.38;35;Appartement;60282
13923;27;;FG;DE LA BADE;3;69.1;70;Appartement;63300
13924;56;;RUE;MAUBEC;4;87.19;85;Appartement;64102
13925;14;;RUE;DE LA RAILLERE;3;65.46;80;Appartement;65138
13926;5016;;;LE VILLAGE;4;89.25;89;Appartement;65384
13927;5411;;;LE PLA D ADET;1;32.18;32;Appartement;65388
13928;70;;AV;MARCELIN ALBERT;3;70.3;70;Appartement;66136
13929;40;;AV;GABRIEL PERI;3;74.18;81;Appartement;69003
13930;26;;CHE;DE LA MADONE;4;84.9;84;Appartement;69112
13931;33;;AV;MATHIEU MISERY;4;94.78;94;Appartement;69244
13932;154;;RUE;RONCEVAUX;4;89.24;89;Appartement;69264
13933;35;;CRS;EMILE ZOLA;3;74.69;76;Appartement;69266
13934;1;B;AV;PASTEUR;3;59.31;59;Appartement;69275
13935;21;;RUE;DU CHATEAU D EAU;6;143.84;140;Maison;69277
13936;134;;RUE;DE SEZE;3;85.14;81;Appartement;69386
13937;20;;QUAI;JAYR;2;56.23;54;Appartement;69389
13938;38;;QUAI;JAYR;6;147.24;149;Appartement;69389
13939;1;B;RUE;DES URSULINES;3;65.99;64;Appartement;70550
13940;3;;RUE;BACHAUMONT;2;37.03;44;Appartement;75102
13941;65;;RUE;DES GRAVILLIERS;2;49.65;51;Appartement;75103
13942;46;;RUE;SAINT ANTOINE;2;36.4;35;Appartement;75104
13943;46;;QUAI;HENRI IV;5;98.71;93;Appartement;75104
13944;139;;BD;SAINT MICHEL;4;83.83;75;Appartement;75105
13945;18;;RUE;DAUPHINE;2;39.28;38;Appartement;75106
13946;9;;RUE;DE CONDE;1;32.01;39;Appartement;75106
13947;4;;RUE;DE VARENNE;1;18.54;20;Appartement;75107
13948;70;;RUE;DU FAUBOURG SAINT HONORE;5;143.64;150;Appartement;75108
13949;8;;RUE;MILTON;3;179.02;69;Appartement;75109
13950;64;;RUE;RODIER;3;52.35;55;Appartement;75109
13951;11;;RUE;DES RECOLLETS;1;22.02;22;Appartement;75110
13952;133;;RUE;DU FBG DU TEMPLE;3;59.23;58;Appartement;75110
13953;83;;RUE;JEAN PIERRE TIMBAUD;2;25.88;28;Appartement;75111
13954;99;;AV;DE LA REPUBLIQUE;2;65.09;64;Appartement;75111
13955;8;;RUE;DU GENERAL RENAULT;4;104.67;100;Appartement;75111
13956;2;;PAS;THIERE;2;67.15;68;Appartement;75111
13957;38;;BD;DE PICPUS;1;38.65;39;Appartement;75112
13958;34;;RUE;SAINT YVES;1;18.71;22;Appartement;75114
13959;14;;RUE;DIDOT;1;17.2;16;Appartement;75114
13960;10;;IMP;FLORIMONT;1;23.94;20;Appartement;75114
13961;14;;;VIL DU MONT TONNERRE;1;21.3;14;Appartement;75115
13962;8;;RUE;MIOLLIS;1;17.18;18;Appartement;75115
13963;15;A;RUE;ROBERT DE FLERS;3;64.57;73;Appartement;75115
13964;60;A;RUE;EMERIAU;1;24.82;25;Appartement;75115
13965;108;;RUE;DE LOURMEL;2;46.73;46;Appartement;75115
13966;112;;QUAI;LOUIS BLERIOT;4;92.48;92;Appartement;75116
13967;12;;RUE;BREMONTIER;4;83.41;82;Appartement;75117
13968;10;;RUE;THEODORE DE BANVILLE;2;23.42;22;Appartement;75117
13969;154;;AV;DE WAGRAM;1;16.8;22;Appartement;75117
13970;103;;RUE;LEMERCIER;3;46.25;43;Appartement;75117
13971;116;;RUE;DES MOINES;2;25.22;24;Appartement;75117
13972;39;;RUE;GANNERON;2;39.2;40;Appartement;75118
13973;2;;RUE;MYRHA;1;14.42;10;Appartement;75118
13974;62;;RUE;D HAUTPOUL;2;28.85;30;Appartement;75119
13975;27;;RUE;DE LA CHINE;2;45.1;45;Appartement;75120
13976;7;;RUE;STENDHAL;2;45.16;49;Appartement;75120
13977;47;;RUE;DES PYRENEES;3;56.74;55;Appartement;75120
13978;70;;RUE;DE LA REPUBLIQUE;4;114.3;96;Appartement;76217
13979;13;A;RUE;ALBERT SOREL;2;50.37;50;Appartement;76540
13980;4;;RUE;ALBERT DUBOSC;4;79.01;79;Appartement;76552
13981;9001;;RES;MIRABEAU TOUR 3;4;74.82;80;Appartement;76575
13982;9001;;ESP;DU GAL LECLERC;3;53.21;58;Appartement;76711
13983;6;;AV;DES MARRONNIERS;3;58.95;58;Appartement;77014
13984;29;;AV;DU GENERAL DE GAULLE;3;59.63;60;Appartement;77058
13985;5;;CHE;ARMAND LANOUX;4;105.21;103;Maison;77083
13986;3;;RUE;BONTEMPS;1;19.57;18;Appartement;77288
13987;81;;RUE;DU GENERAL LECLERC;3;57.07;52;Appartement;77372
13988;26;A;RUE;DE MAREUIL;4;93.3;90;Maison;77382
13989;1;;RUE;DE MAGELLAN;3;70.89;70;Appartement;77449
13990;9;;RUE;DE CHAALIS;2;40.41;40;Appartement;77464
13991;5;;RUE;DES CHAMPS;2;38.55;37;Appartement;78005
13992;5;;RUE;CLAUDE DEBUSSY;4;66.0;66;Appartement;78073
13993;63;;RUE;DE VERSAILLES;3;31.65;32;Appartement;78158
13994;1;;ALL;DE JADE;1;84.12;86;Maison;78172
13995;7;;ALL;DES CAPUCINES;3;107.73;65;Maison;78190
13996;3;;RES;LES COUDRAYS;3;70.32;71;Appartement;78208
13997;6;;VLA;EMMANUEL FREMIET;3;88.88;88;Appartement;78208
13998;2;;RUE;DU PONT;3;50.55;53;Appartement;78314
13999;13;B;RUE;DU COMMERCE;4;67.73;76;Maison;78327
14000;6;;CLOS;DU ROY;2;57.45;60;Appartement;78382
14001;17;;RUE;MICHEL ANGE;2;85.33;89;Maison;78490
14002;2;;RUE;DE LA FONTAINE ST MARTIN;4;87.0;83;Appartement;78502
14003;7;;SQ;DE LA PROVIDENCE;3;72.43;73;Appartement;78517
14004;4;;CHE;ANDRE DERAIN;2;55.01;55;Appartement;78586
14005;35;;RLE;DU BEFFROI;2;42.2;55;Appartement;80001
14006;42;;RUE;DE LA RESISTANCE;1;30.9;30;Appartement;82121
14007;4;;RUE;JOLIOT CURIE;3;77.09;60;Appartement;82190
14008;1065;;BD;DE L ESCOURCHE;2;28.99;29;Appartement;83009
14009;2;;IMP;DES ESPARADOUS;2;35.87;35;Appartement;83016
14010;9500;;ESP;CHARLES DE GAULLE;1;56.8;36;Appartement;83016
14011;25;;ALL;MARIE DES LIONS;3;73.59;76;Appartement;83069
14012;956;;AV;JEAN MOULIN;1;31.14;30;Appartement;83069
14013;9001;;RES;LE GRAND LARGE;3;52.34;56;Appartement;83070
14014;1;B;RUE;DE LA TOUR;1;30.3;30;Appartement;83090
14015;1416;;AV;HENRI GUILLAUME;2;23.25;25;Appartement;83126
14016;179;;AV;PRESIDENT JOHN KENNEDY;1;36.29;32;Appartement;83129
14017;53;;RUE;ROMAIN;4;77.22;76;Appartement;83137
14018;14;;RUE;DU ROMULUS;3;54.33;54;Appartement;83137
14019;20;;RUE;BONNETERIE;2;32.49;37;Appartement;84007
14020;358;;CHE;DE LA PELADO;4;125.92;95;Maison;84141
14021;9001;;RES;GD VOILIER 1 MERLIN MARINE;1;25.62;25;Appartement;85226
14022;9156;;RES;ST LAURENT;2;26.91;28;Appartement;85288
14023;28;;RUE;DES FOUGERES;3;63.3;63;Appartement;86157
14024;18;;RUE;DE LA BOISSIERE;4;76.6;77;Maison;91105
14025;39;;RUE;DE LA DAUPHINE;1;34.11;34;Appartement;91174
14026;38;;RUE;ALBERT THOMAS;4;88.38;83;Appartement;91191
14027;25;;RUE;ST PIERRE;1;74.57;16;Appartement;91200
14028;7;;RUE;CYPRIEN MURET;2;56.61;55;Appartement;91477
14029;1;;SQ;DES PAULOWNIAS;5;99.93;101;Appartement;91645
14030;9;;RUE;DE LA RES LA HAIE DU PONT;4;77.14;75;Appartement;91661
14031;3;;RUE;DJANGO REINHARDT;2;42.67;43;Appartement;91689
14032;4;;RUE;DES MILLEPERTUIS;4;69.7;70;Appartement;91692
14033;18;B;AV;DE LA DIVISION LECLERC;1;26.8;27;Appartement;92020
14034;23;;AV;VICTOR HUGO;3;38.71;35;Appartement;92023
14035;26;;RUE;LEON MAURICE NORDMANN;3;80.92;79;Appartement;92035
14036;23;;RUE;SALVADOR ALLENDE;1;23.11;23;Appartement;92046
14037;53;;AV;PIERRE BROSSOLETTE;3;69.19;69;Appartement;92049
14038;23;;RUE;VICTOR HUGO;1;30.5;31;Appartement;92049
14039;18;;RUE;MARIE DEBOS;4;117.22;63;Appartement;92049
14040;24;;RUE;BOILEAU;3;67.66;67;Appartement;92049
14041;7;B;RUE;MARCELIN BERTHELOT;2;45.74;47;Appartement;92050
14042;23;;BD;D ARGENSON;6;127.65;129;Appartement;92051
14043;23;;BD;D ARGENSON;4;95.16;75;Appartement;92051
14044;29;;RUE;DE VILLIERS;1;25.52;28;Appartement;92051
14045;42;;RUE;DU MOULIN FIDEL;5;97.15;100;Appartement;92060
14046;14;;RUE;PAUL LAFARGUE;2;64.9;59;Appartement;92062
14047;3;;RUE;RAYMOND QUENEAU;1;31.95;32;Appartement;92063
14048;44;;RUE;PEREIRE;2;49.0;49;Appartement;92063
14049;17;;RUE;DE LA NOUVELLE FRANCE;1;17.0;18;Appartement;93001
14050;29;B;RUE;FERRAGUS;3;45.03;44;Appartement;93001
14051;50;;AV;DU MAL LECLERC;3;52.72;53;Appartement;93046
14052;13;;RUE;DE LA RENARDIERE;5;63.57;46;Maison;93048
14053;2;;PL;DES FEDERES;5;114.17;114;Appartement;93051
14054;31;;AV;DU GEN DE GAULLE;1;26.5;26;Appartement;93064
14055;5;;RUE;FERDINAND GAMBON;3;62.78;56;Appartement;93066
14056;69;;RUE;DU LANDY;3;50.29;49;Appartement;93066
14057;12;;RUE;BERNE;1;14.91;17;Appartement;93066
14058;47;;RUE;GAMBETTA;2;29.86;29;Appartement;93070
14059;30;;RUE;DE MUSSELBURGH;4;90.54;90;Appartement;94017
14060;11;;RUE;DU MONUMENT;6;137.68;130;Maison;94017
14061;9;;SQ;JEAN PIERRE MARTINEZ;3;61.8;67;Appartement;94028
14062;22;;RUE;DE COTONOU;3;64.39;64;Appartement;94028
14063;2;;VLA;DES BASSES FOLIES;2;44.51;45;Appartement;94034
14064;7;;CITE;MONTJEAN;4;89.1;75;Maison;94034
14065;83;;BD;DE STRASBOURG;1;32.44;32;Appartement;94052
14066;13;;BD;FOCH;2;53.0;56;Appartement;94058
14067;180;;AV;DE LA MARECHALE;3;61.5;62;Appartement;94059
14068;18;;RUE;DES PINS SYLVESTRES;6;117.76;114;Maison;94073
14069;11;;BD;DE STALINGRAD;4;64.91;65;Appartement;94073
14070;86;;AV;DE PARIS;4;78.21;78;Appartement;94076
14071;137;;RUE;DEFRANCE;2;94.46;43;Appartement;94080
14072;6;;ALL;DES CHAMPS FLEURIS;2;51.28;50;Appartement;94081
14073;6;;AV;GAMBETTA;2;48.08;48;Appartement;94081
14074;4;;RES;DE BRETAGNE;3;67.54;68;Appartement;95018
14075;28;;RUE;DE L HOTEL DIEU;3;124.63;74;Maison;95134
14076;10;;ALL;DES CONNETABLES;3;64.6;67;Appartement;95205
14077;25;;RUE;DES PINSONS;3;66.55;66;Appartement;95218
14078;25;;ALL;DES ARCADES;5;80.04;84;Maison;95323
14079;17;;RUE;AUGUSTE RENOIR;3;67.92;68;Appartement;95369
14080;100;;RUE;DU LAITIER;4;76.06;77;Maison;95388
14081;53;;RUE;ALBERT ALLINE;3;68.1;65;Appartement;95491
14082;1;;AV;MATHILDE;3;71.03;70;Appartement;95555
14083;0;;ALL;DES ETOILES;1;25.31;31;Appartement;97304
14084;91;;;GRAND' RUE;6;295.21;190;Appartement;01109
14085;256;;AV;DE BELLE FERME;3;55.4;55;Appartement;01173
14086;5186;;;MATAFELON;2;42.89;32;Appartement;01240
14087;1;B;RUE;DES GRAVIERS;3;62.15;83;Appartement;02722
14088;2;B;BD;EDOUARD BRANLY;2;49.46;57;Appartement;02722
14089;10;;PL;DE LAON;1;41.42;44;Appartement;02722
14090;4;;RUE;LIEUTENANT COLONELLI;2;57.75;39;Appartement;06011
14091;9;;RUE;DUJARDIN BEAUMETZ;2;41.77;43;Appartement;06011
14092;760;;CHE;DE LA TIRE;4;79.58;73;Appartement;06085
14093;120;;AV;FONT ROUBERT;1;15.38;16;Appartement;06085
14094;120;;AV;FONT ROUBERT;1;15.57;15;Appartement;06085
14095;44;;BD;GAMBETTA;3;91.0;90;Appartement;06088
14096;13;;AV;CORNICHE FLEURIE;1;21.55;22;Appartement;06088
14097;15;;PROM;DU CAP;1;30.26;40;Appartement;06104
14098;129;;AV;DE VERDUN;1;27.83;27;Appartement;06104
14099;684;;RTE;DES SERRES;4;122.85;121;Appartement;06128
14100;1;;PL;AUGUSTE COTTA;2;36.34;30;Appartement;06136
14101;3;;AV;DE LA POSTE;2;52.25;52;Appartement;06155
14102;3;;RUE;EDOUARD JOUBERT;3;52.93;53;Appartement;07324
14103;113;;AV;DU HUIT MAI 1945;3;70.24;70;Appartement;07324
14104;5;;;LES GRENADINES;1;27.22;20;Appartement;11170
14105;841;;BD;DU PECH MAYNAUD;2;29.67;31;Maison;11170
14106;1;;RES;LES SABLONS 3;3;37.36;36;Appartement;11202
14107;138;;IMP;MOLIERE;2;31.53;35;Appartement;11266
14108;4;;CRS;DU 4 SEPTEMBRE;3;49.85;53;Appartement;13007
14109;103;;BD;DE PARIS;3;66.72;67;Appartement;13202
14110;10;;BD;ANDRE AUNE;4;68.0;68;Appartement;13206
14111;31;;ALL;ALBENIZ;4;74.85;75;Appartement;13208
14112;67;;BD;DES NEIGES;1;27.24;24;Appartement;13208
14113;5;;AV;DU MERLAN;1;20.19;18;Appartement;13214
14114;48;;AV;DE ST LOUIS;3;54.11;55;Appartement;13215
14115;1;;PL;DE LA POIN DU HOC;1;24.07;24;Appartement;14220
14116;9001;;VC;RES LES MARINES 2;3;77.9;78;Appartement;14225
14117;14;;RUE;SAINT GERMAIN;1;46.94;43;Appartement;14715
14118;24;;RUE;DE LA VIGIE;2;27.5;27;Maison;17333
14119;11;;RUE;DU COMMERCE;2;4.95;45;Appartement;18033
14120;9;;RUE;DU CHEMIN DE FER;2;34.17;31;Appartement;22055
14121;17;;RUE;DE GENIET;3;59.8;60;Appartement;22325
14122;9000;;AV;CHURCHILL;3;59.51;58;Appartement;24138
14123;5;;AV;DU GENERAL DE GAULLE;2;89.62;90;Maison;24356
14124;9;;RUE;MONTAIGNE;2;36.32;36;Appartement;24520
14125;44;;AV;ALBERT MAZADE;4;62.01;64;Appartement;26165
14126;4;;PL;OLIVIER DE SERRES;2;50.74;50;Appartement;28085
14127;0;;RES;CARRE BODICCIONE;3;71.02;66;Appartement;2A004
14128;45;;CRS;NAPOLEON;3;67.4;60;Appartement;2A004
14129;5179;;;MOLINI;3;65.31;65;Maison;2A008
14130;1;;RUE;DU JARDIN DES HORTENSIAS;4;77.8;76;Appartement;33039
14131;64;;CRS;DE L YSER;1;28.43;28;Appartement;33063
14132;25;;RUE;DUBLAN;1;12.11;33;Appartement;33063
14133;208;;RUE;DE L ECOLE NORMALE CAUD;1;21.72;22;Appartement;33063
14134;156;;;BELLEGARDE;1;48.6;50;Appartement;33165
14135;0;;;DERRIERE LE MOULIN;3;55.69;55;Appartement;33203
14136;24;;RUE;DES MURS;2;59.84;55;Appartement;33243
14137;159;;RUE;DE SUZON;4;85.48;86;Appartement;33522
14138;3;;AV;DES MATELOTS;1;24.92;18;Appartement;34003
14139;8;;RUE;DES ALIZES;2;46.0;46;Appartement;34023
14140;371;;AV;DES DEUX PONTS;2;239.05;40;Appartement;34067
14141;680;;RTE;DU MAS DESPORT;4;84.55;87;Appartement;34145
14142;4;;IMP;RONSARD;1;35.29;35;Appartement;34150
14143;22;;RUE;CLAUDE NOUGARO;4;81.95;82;Maison;34161
14144;9077;;CITE;DU CHATEAU VERT;2;43.13;43;Appartement;34301
14145;5;;RUE;PAUL BOUSQUET;2;54.8;49;Appartement;34301
14146;23;;RUE;DE LA CORBINAIS;3;62.44;62;Appartement;35093
14147;31;;BD;DE LA LIBERTE;2;33.69;34;Appartement;35236
14148;1;;PL;DE LA ROTONDE;1;13.63;24;Appartement;35238
14149;6;;BD;CHATEAUBRIAND;1;37.4;27;Appartement;35288
14150;29;;AV;SAINT PIERRE;3;61.27;60;Appartement;36044
14151;3;;RUE;DU MURET;4;60.19;59;Appartement;38158
14152;77;B;CRS;JEAN JAURES;3;68.83;69;Appartement;38185
14153;211;;RTE;DU BOURG;1;20.6;21;Appartement;40019
14154;37;;AV;SAINT VINCENT DE PAUL;1;29.74;22;Appartement;40088
14155;5;;AV;DU DOC JEAN LAIGRET;4;73.54;74;Appartement;41018
14156;52;;RUE;JACQUELINE AURIOL;3;67.79;69;Maison;41269
14157;2;;RUE;JULES FERRIER;5;190.0;176;Appartement;42059
14158;84;;RUE;MARECHAL FOCH;3;62.5;62;Appartement;42187
14159;28;;BD;EDGAR QUINET;2;40.54;41;Appartement;42187
14160;4;;RUE;DOMINIQUE LEPRINCE RINGUET;4;68.87;71;Appartement;42218
14161;1;;RUE;MARTHOUREY;1;19.02;19;Appartement;42275
14162;10;;RUE;DE LA MULE DU PAPE;2;42.72;42;Appartement;44020
14163;18;;AV;DU GENERAL DE GAULLE;2;22.59;43;Appartement;44055
14164;44;;RUE;GRANDE BIESSE;1;26.09;27;Appartement;44109
14165;26;;RUE;DU GRAND CLOS;1;40.38;26;Appartement;44109
14166;3;;RUE;DES HAUTS MOULINS;1;31.53;31;Appartement;44162
14167;21;;AV;DE L ARGONNE;4;120.2;109;Maison;45232
14168;71;;BD;JOHN F KENNEDY;1;29.35;29;Appartement;45284
14169;15;;ALL;DES TAMBOURDERIES;6;91.77;92;Maison;49035
14170;18;;AV;DE LA MARTINIQUE;5;99.01;98;Appartement;51230
14171;25;;RUE;EDOUARD MIGNOT;1;24.14;24;Appartement;51454
14172;149;;AV;DE LAON;4;181.0;159;Appartement;51454
14173;3;;RUE;ST ETIENNE;3;48.01;48;Maison;54493
14174;17;B;;GRANDE RUE;4;108.9;114;Appartement;54550
14175;31;;RUE;DU GENERAL LECLERC;2;42.64;42;Appartement;56165
14176;13;;RUE;DES ACACIAS;3;70.06;68;Maison;58238
14177;9001;;RES;CLAUDE DEBUSSY;3;60.08;53;Appartement;59350
14178;17;;RUE;DES ARCHIVES;3;57.55;71;Appartement;59350
14179;11;;PL;LEROUX DE FAUQUEMONT;2;55.15;55;Appartement;59350
14180;53;;RUE;LEON GAMBETTA;1;35.02;30;Appartement;59350
14181;51;;RUE;DE LA REPUBLIQUE;1;56.6;56;Appartement;60175
14182;2;;AV;DES MAGNOLIAS;2;40.23;40;Appartement;64260
14183;95;;CHE;LANDABOURE;4;77.57;81;Appartement;64304
14184;20;;RUE;LARREY;4;74.7;74;Appartement;65440
14185;28;;PL;DU MARCHE BRAUHAUBAN;2;47.72;45;Appartement;65440
14186;4;;RUE;DE LA VICTOIRE;5;92.7;92;Maison;65440
14187;37;;RUE;FRANCOIS MARQUES;3;60.81;57;Appartement;65440
14188;9001;;RES;CORISANDE;4;76.35;77;Appartement;65440
14189;10;;ALL;DU LEVANT;1;20.4;22;Appartement;66037
14190;6;;RUE;JACQUES COEUR;5;90.65;111;Appartement;69031
14191;64;;RUE;ANTONIN PERRIN;5;109.78;109;Appartement;69266
14192;18;;RUE;CHILDEBERT;3;91.11;96;Appartement;69382
14193;11;;RUE;CLOTILDE BIZOLON;3;81.78;86;Appartement;69382
14194;12;;RUE;DE LA GRANGE VERTU;4;71.72;73;Appartement;71014
14195;10;;PL;DU CRETET;2;39.09;48;Appartement;74081
14196;6;;RUE;DU PONT AUX CHOUX;3;42.15;42;Appartement;75103
14197;14;;RUE;DES ECOLES;3;79.6;81;Appartement;75105
14198;29;;RUE;MONGE;3;56.97;55;Appartement;75105
14199;96;;BD;SAINT GERMAIN;4;90.27;88;Appartement;75105
14200;8;;RUE;DE CONDE;2;35.8;35;Appartement;75106
14201;87;;QUAI;D ORSAY;3;113.67;98;Appartement;75107
14202;166;;RUE;LA FAYETTE;3;64.69;65;Appartement;75110
14203;26;;BD;JULES FERRY;1;3.85;7;Appartement;75111
14204;5;;BD;SOULT;3;38.83;41;Appartement;75112
14205;44;;RUE;DE FECAMP;5;104.04;102;Appartement;75112
14206;4;;RUE;DE LA BRECHE AUX LOUPS;1;25.07;22;Appartement;75112
14207;270;;RUE;DU FBG ST ANTOINE;1;73.86;16;Appartement;75112
14208;33;;RUE;CAMPAGNE PREMIERE;3;35.82;32;Appartement;75114
14209;62;;RUE;DAGUERRE;1;13.18;12;Appartement;75114
14210;39;;RUE;FONDARY;4;156.45;145;Appartement;75115
14211;50;;RUE;LAURISTON;3;39.41;37;Appartement;75116
14212;12;;RUE;DES ACACIAS;2;46.2;46;Appartement;75117
14213;68;;RUE;DES DAMES;1;6.54;8;Appartement;75117
14214;10;;RUE;BIOT;2;35.39;35;Appartement;75117
14215;6;;RUE;CAMILLE TAHAN;1;12.38;14;Appartement;75118
14216;96;;RUE;DAMREMONT;1;9.52;10;Appartement;75118
14217;76;;RUE;LABAT;5;43.41;75;Appartement;75118
14218;38;;RUE;RAMEY;3;46.97;45;Appartement;75118
14219;157;;RUE;DE BELLEVILLE;1;37.28;36;Appartement;75119
14220;60;;RUE;DE MEAUX;2;21.82;22;Appartement;75119
14221;4;;RUE;GEORGES LARDENNOIS;3;60.03;58;Appartement;75119
14222;43;;RUE;DU TELEGRAPHE;2;47.61;47;Appartement;75120
14223;203;;AV;GAMBETTA;3;93.58;53;Appartement;75120
14224;24;;RUE;PELLEPORT;1;22.35;20;Appartement;75120
14225;76;;RUE;ALEXANDRE DUMAS;3;43.36;45;Appartement;75120
14226;1;A;AV;RENE COTY;4;89.87;87;Appartement;76322
14227;22;;RUE;DES LIMITES;2;43.0;42;Appartement;76498
14228;2;;RUE;DE FOREST;3;92.05;76;Appartement;77044
14229;12;B;CHE;DES TARTREUX;4;102.23;92;Maison;77155
14230;8;;RUE;DE L ILE MAUBERT;6;123.4;123;Maison;77243
14231;17;;RUE;DE NANTEUIL;1;25.83;25;Appartement;77284
14232;37;;RUE;DE LA ROCHETTE;5;84.76;95;Maison;77288
14233;18;;RUE;DU PETIT VAUGIRARD;4;98.45;106;Appartement;77305
14234;41;;AV;GEORGES OHNET;6;131.3;119;Maison;77373
14235;1;;PROM;DE LA SOURCE;3;59.3;60;Appartement;77468
14236;1;;RUE;CAMILLE FLAMMARION;5;85.25;85;Maison;77514
14237;413;;RUE;DANIEL BLERVAQUE;3;55.69;55;Appartement;78123
14238;9;;RUE;JEAN MONNET;5;126.8;100;Appartement;78297
14239;11;;RUE;OSCAR NIEMEYER;4;75.19;74;Maison;78297
14240;152;;PL;ANDRE MALRAUX;3;68.12;68;Appartement;78311
14241;37;;AV;EUGENE ADAM;3;53.83;54;Appartement;78358
14242;14;;PL;DES ARDENNES;4;87.8;82;Appartement;78383
14243;10;;PL;DE WICKLOW;5;100.33;100;Appartement;78423
14244;1;;PASS;DE NOAILLES;1;22.69;22;Appartement;78498
14245;5;;RUE;ALEXANDRA DAVID-NEEL;4;75.0;75;Appartement;78621
14246;8;;RUE;ALBERT THOMAS;1;23.58;25;Appartement;78640
14247;6;;RUE;THIERS;2;19.07;29;Appartement;78650
14248;15;;RUE;DE VERDUN;1;24.44;37;Appartement;78650
